"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","09/28/2012","12:01:01","","Component [lib.commands.list] has no accessible Member with name [LIST]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:01:13","","Component [lib.commands.uninstall] has no accessible Member with name [UNINSTALL]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:01:33","","Component [lib.commands.update] has no accessible Member with name [UPDATE]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:01:44","","Component [lib.commands.lookup] has no accessible Member with name [LOOKUP]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:01:51","","Component [lib.commands.info] has no accessible Member with name [INFO]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:02:01","","Component [lib.commands.register] has no accessible Member with name [REGISTER]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:02:11","","Component [lib.commands.search] has no accessible Member with name [SEARCH]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:02:49","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:03:23","","variable [MANAGER] doesn't exist"
"ERROR","web-0","09/28/2012","12:03:39","","No matching Method/Function for Boolean.init(string) found"
"ERROR","web-0","09/28/2012","12:03:58","","No matching Method/Function for Boolean.init(string) found"
"ERROR","web-0","09/28/2012","12:13:21","","variable [MANAGER] doesn't exist"
"ERROR","web-0","09/28/2012","12:16:39","","invalid component definition, can't find Manager"
"ERROR","web-0","09/28/2012","12:17:02","","invalid component definition, can't find require"
"ERROR","web-0","09/28/2012","12:17:10","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:18:33","","Missing [;] or [line feed] after expression"
"ERROR","web-0","09/28/2012","12:18:49","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:19:21","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:19:33","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:19:53","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:20:13","","variable [EMITTER] doesn't exist"
"ERROR","web-0","09/28/2012","12:20:39","","No matching Method/Function for Boolean.on(string, railo.runtime.type.Closure) found"
"ERROR","web-0","09/28/2012","12:21:02","","No matching Method/Function for Boolean.on(string, railo.runtime.type.Closure) found"
"ERROR","web-0","09/28/2012","12:22:15","","Syntax Error, Invalid Construct"
"ERROR","web-0","09/28/2012","12:24:43","","component [lib.core.manager] has no  function with name [addListener]"
"ERROR","web-0","09/28/2012","12:25:25","","component [lib.core.manager] has no  function with name [addListener]"
"ERROR","web-0","09/28/2012","12:29:57","","component [lib.core.manager] has no  function with name [addListener]"
"ERROR","web-0","09/28/2012","12:30:39","","variable [_] doesn't exist"
"ERROR","web-0","09/28/2012","12:30:52","","component [lib.core.manager] has no  function with name [on]"
"ERROR","web-0","09/28/2012","12:31:22","","variable [CONFIG] doesn't exist"
"ERROR","web-0","09/28/2012","12:31:56","","variable [CONFIG] doesn't exist"
"ERROR","web-0","09/28/2012","12:32:09","","No matching function member [REQUIRE] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","09/28/2012","12:34:13","","Component [lib.core.manager] has no accessible Member with name [ENDPOINTS]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:38:27","","Can't cast Object type [user defined function (length)] to a value of type [boolean]; Java type of the object is railo.runtime.type.UDFImpl"
"ERROR","web-0","09/28/2012","12:39:16","","Can't cast Object type [user defined function (length)] to a value of type [boolean]; Java type of the object is railo.runtime.type.UDFImpl"
"ERROR","web-0","09/28/2012","12:39:27","","variable [_] doesn't exist"
"ERROR","web-0","09/28/2012","12:39:42","","Component [lib.core.config] has no accessible Member with name [JSON]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:40:05","","Component [lib.core.config] has no accessible Member with name [JSON]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","09/28/2012","12:41:11","","variable [CONTENTS] doesn't exist"
"ERROR","web-0","09/28/2012","12:41:51","","can't cast Complex Object Type Struct to a boolean value"
"ERROR","web-0","09/28/2012","12:44:15","","can't cast Complex Object Type Struct to a boolean value"
"ERROR","web-0","09/28/2012","12:45:30","","can't cast Complex Object Type Struct to a boolean value"
"ERROR","web-0","09/28/2012","12:46:23","","Can't cast String [error] to a boolean"
"ERROR","web-0","09/28/2012","12:46:45","","error"
"ERROR","web-0","09/28/2012","12:46:57","","No matching function member [1] found, available function members are [append,avg,clear,contains,containsNoCase,delete,deleteAt,each,filter,find,findAll,findAllNoCase,findNoCase,first,indexExists,insertAt,isDefined,isEmpty,last,len,max,merge,mid,min,prepend,resize,reverse,set,slice,sort,sum,swap,toList,toStruct]"
"ERROR","web-0","09/28/2012","12:47:16","","No matching function member [ERROR] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","09/28/2012","12:47:58","","bind() expected a function"
"ERROR","web-0","09/28/2012","12:51:56","","Missing [;] or [line feed] after expression"
"ERROR","web-0","09/28/2012","13:12:10","","Syntax Error, Invalid Construct"
"ERROR","web-0","09/28/2012","13:24:23","","Syntax Error, Invalid Construct"
"ERROR","web-0","09/28/2012","13:24:46","","Invalid Syntax Closing [)] for function [assert] not found"
"ERROR","web-0","09/28/2012","13:25:15","","Invalid Syntax Closing [)] for function [assert] not found"
"ERROR","web-0","09/28/2012","13:25:21","","Invalid Syntax Closing [)] for function [assert] not found"
"ERROR","web-0","09/28/2012","13:26:06","","invalid syntax in function head, missing begin [(]"
"ERROR","web-0","09/28/2012","13:26:12","","invalid syntax in function head, missing begin [(]"
"ERROR","web-0","09/28/2012","13:26:13","","invalid syntax in function head, missing begin [(]"
"ERROR","web-0","09/28/2012","13:26:23","","Invalid Syntax Closing [)] for function [assert] not found"
"ERROR","web-0","09/28/2012","13:28:37","","Invalid Syntax Closing [)] for function [assert] not found"
"ERROR","web-0","09/28/2012","15:23:17","","Invalid Syntax Closing [#] not found"
"ERROR","web-0","09/28/2012","15:23:32","","invalid syntax in function head, missing begin [(]"
"ERROR","web-0","10/01/2012","09:56:18","","Page /test/test-path.cfc [/Users/rountrjf/Sites/fpm/test/test-path.cfc] not found"
"ERROR","web-0","10/01/2012","09:56:31","","Page /test/packageTest.cfc [/Users/rountrjf/Sites/fpm/test/packageTest.cfc] not found"
"ERROR","web-0","10/01/2012","11:57:28","","Page /test/chmod.cfc [/Users/rountrjf/Sites/fpm/test/chmod.cfc] not found"
"ERROR","web-0","10/01/2012","15:31:26","","An annotation of expectedException was requested for the Should_resolve_url_when_we_got_redirected method, which does not exist.; Check the name of the method."
"ERROR","web-0","10/02/2012","10:27:04","","Invalid Syntax Closing [)] for function [_createComponent] not found"
"ERROR","web-0","10/02/2012","12:09:48","","Missing [;] or [line feed] after expression"
"ERROR","web-0","10/04/2012","16:44:07","","Page /test/packageTest.cfc [/Users/rountrjf/Sites/fpm/test/packageTest.cfc] not found"
"ERROR","web-0","10/04/2012","16:55:22","","Invalid Syntax Closing [)] for function [_createComponent] not found"
"ERROR","web-0","10/08/2012","11:44:44","","variable [SYSCMDJAR] doesn't exist"
"ERROR","web-0","10/08/2012","11:45:39","","variable [PATH] doesn't exist"
"ERROR","web-0","10/08/2012","11:45:51","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:46:58","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:47:15","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:47:22","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:47:36","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:47:56","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:48:06","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:48:36","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:49:25","","The path you have specified could not be found; /foundry/deps/jansi-1.9.jar does not exist"
"ERROR","web-0","10/08/2012","11:49:36","","variable [ANSICONSOLE] doesn't exist"
"ERROR","web-0","10/08/2012","11:49:43","","No matching property [PRINTLN] found in [java.io.PrintStream]"
"ERROR","web-0","10/08/2012","11:50:46","","java.lang.StackOverflowError"
"ERROR","web-0","10/08/2012","11:52:50","","Component [foundry.core.console] has no accessible Member with name [STYLES]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/08/2012","11:52:59","","No matching Method/Function for java.io.PrintStream.printf(string) found"
"ERROR","web-0","10/08/2012","11:58:06","","No matching Method for out(string) found for org.fusesource.jansi.AnsiConsole"
"ERROR","web-0","10/08/2012","11:58:41","","variable [OUT] doesn't exist"
"ERROR","web-0","10/08/2012","12:03:53","","Invalid Syntax Closing [)] for function [writeDump] not found"
"ERROR","web-0","10/08/2012","12:05:24","","No matching function member [ANSI] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/08/2012","12:05:56","","No matching function member [ANSI] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/08/2012","12:06:04","","variable [RED] doesn't exist"
"ERROR","web-0","10/08/2012","12:08:57","","component [foundry.deps.javaloader.JavaLoader] has no  function with name [createObject]"
"ERROR","web-0","10/08/2012","12:09:05","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi.Color' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:11:23","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi.Color' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:11:47","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi.Color.BLACK' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:13:01","","No matching Method for Color(string) found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:13:18","","No matching Method/Function for org.fusesource.jansi.Ansi.Color(string) found"
"ERROR","web-0","10/08/2012","12:15:42","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi.Color' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:16:21","","cannot load class through its string name, because no definition for the class with the specified name [org.fusesource.jansi.Ansi.Color] could be found"
"ERROR","web-0","10/08/2012","12:16:37","","cannot load class through its string name, because no definition for the class with the specified name [org.fusesource.jansi.Ansi] could be found"
"ERROR","web-0","10/08/2012","12:19:31","","variable [SYSTEM] doesn't exist"
"ERROR","web-0","10/08/2012","12:19:41","","No matching Method/Function for org.fusesource.jansi.Ansi.Color(string) found"
"ERROR","web-0","10/08/2012","12:19:51","","variable [RED] doesn't exist"
"ERROR","web-0","10/08/2012","12:19:57","","Component [foundry.core.console] has no accessible Member with name [STYLES]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/08/2012","12:20:24","","Component [foundry.core.console] has no accessible Member with name [STYLES]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/08/2012","12:20:54","","No matching Method/Function for org.fusesource.jansi.Ansi.fg(string) found"
"ERROR","web-0","10/08/2012","12:21:15","","variable [RED] doesn't exist"
"ERROR","web-0","10/08/2012","12:21:28","","No matching Method/Function for org.fusesource.jansi.Ansi.Color(string) found"
"ERROR","web-0","10/08/2012","12:21:39","","invalid component definition, can't find Ansi.Color"
"ERROR","web-0","10/08/2012","12:22:59","","Component [foundry.core.console] has no accessible Member with name [STYLES]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/08/2012","12:24:07","","Component [foundry.core.console] has no accessible Member with name [STYLES]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/08/2012","12:31:20","","No matching property [COLOR] found in [org.fusesource.jansi.Ansi]"
"ERROR","web-0","10/08/2012","12:32:33","","No matching Constructor for org.fusesource.jansi.Ansi$Color() found"
"ERROR","web-0","10/08/2012","12:32:39","","can't assign value to a Object of this type [org.fusesource.jansi.Ansi] with key COLOR"
"ERROR","web-0","10/08/2012","12:32:48","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi$Color$Black' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:32:55","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi.Color$Black' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:33:03","","can't assign value to a Object of this type [org.fusesource.jansi.Ansi] with key COLOR"
"ERROR","web-0","10/08/2012","12:33:25","","No matching property [$Color] found in [org.fusesource.jansi.Ansi]"
"ERROR","web-0","10/08/2012","12:34:13","","No matching Method for getDeclaredClasses() found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:34:14","","No matching Method for getDeclaredClasses() found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:34:14","","No matching Method for getDeclaredClasses() found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:34:14","","No matching Method for getDeclaredClasses() found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:35:14","","No matching Method for getInstance() found for org.fusesource.jansi.Ansi"
"ERROR","web-0","10/08/2012","12:35:35","","The requested class could not be found.; The requested class 'org.fusesource.jansi.Ansi$Color.BLACK' could not be found in the loaded jars/directories."
"ERROR","web-0","10/08/2012","12:39:57","","variable [ANSICLASSES] doesn't exist"
"ERROR","web-0","10/08/2012","12:40:09","","No matching Method/Function for org.fusesource.jansi.Ansi.render() found"
"ERROR","web-0","10/08/2012","12:43:22","","No matching function member [ISSTRING] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/08/2012","12:46:28","","variable [PREFIX] doesn't exist"
"ERROR","web-0","10/08/2012","12:55:10","","PermGen space"
"ERROR","web-0","10/08/2012","12:55:19","","PermGen space"
"ERROR","web-0","10/08/2012","13:17:20","","PermGen space"
"ERROR","web-0","10/08/2012","13:33:22","","PermGen space"
"ERROR","web-0","10/08/2012","13:57:36","","PermGen space"
"ERROR","web-0","10/08/2012","13:57:40","","PermGen space"
"ERROR","web-0","10/08/2012","14:01:01","","PermGen space"
"ERROR","web-0","10/08/2012","15:32:28","","PermGen space"
"ERROR","web-0","10/08/2012","15:34:51","","PermGen space"
"ERROR","web-0","10/08/2012","15:34:55","","PermGen space"
"ERROR","web-0","10/08/2012","15:42:58","","PermGen space"
"ERROR","web-0","10/08/2012","15:46:50","","PermGen space"
"ERROR","web-0","10/08/2012","15:47:47","","PermGen space"
"ERROR","web-0","10/09/2012","13:23:18","","file or directory /Users/rountrjf/Sites/fpm/WEB-INF/cftags/META-INF/taglib.cftld not exist"
"ERROR","web-0","10/09/2012","13:23:28","","file or directory /Users/rountrjf/Sites/fpm/WEB-INF/cftags/META-INF/taglib.cftld not exist"
"ERROR","web-0","10/09/2012","13:28:08","","cannot load class through its string name, because no definition for the class with the specified name [railo.cli] could be found"
"ERROR","web-0","10/09/2012","13:28:50","","No matching Method for MainEntryPoint() found for railo.cli.CLI"
"ERROR","web-0","10/09/2012","13:28:57","","No matching Method for MainEntryPoint() found for railo.cli.MainEntryPoint"
"ERROR","web-0","10/09/2012","13:29:11","","No matching Method for main(string) found for railo.cli.MainEntryPoint"
"ERROR","web-0","10/09/2012","13:29:22","","No matching Method for main() found for railo.cli.MainEntryPoint"
"ERROR","web-0","10/09/2012","13:29:26","","No matching Method for main() found for railo.cli.CLI"
"ERROR","web-0","10/09/2012","15:20:27","","invalid syntax in function head, missing begin [(]"
"ERROR","web-0","10/09/2012","15:20:46","","No matching function member [REQUIRE] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/09/2012","15:23:01","","variable [HTTP] doesn't exist"
"ERROR","web-0","10/09/2012","15:31:16","","Component [Result] has no accessible Member with name [PREFIX]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/09/2012","15:31:28","","variable [RESULT] doesn't exist"
